Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,1,88,1
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,2,85,0
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,3,73,0
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,4,82,1
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,5,76,0
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,6,83,1
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,7,82,0
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,8,69,1
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,9,79,1
Chart,1,chart1_20_2_seed2_ExpressionAdd_601.patch,10,77,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,1,88,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,2,85,0
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,3,73,0
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,4,82,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,5,76,0
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,6,83,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,7,82,0
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,8,69,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,9,79,1
Chart,1,chart1_20_3_seed1_ExpressionReplace_601.patch,10,77,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,1,88,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,2,85,0
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,3,73,0
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,4,82,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,5,76,0
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,6,83,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,7,82,0
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,8,69,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,9,79,1
Chart,1,chart1_20_3_seed3_ExpressionAdd_601.patch,10,77,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,1,88,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,2,85,0
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,3,73,0
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,4,82,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,5,76,0
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,6,83,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,7,82,0
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,8,69,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,9,79,1
Chart,1,chart1_20_4_seed1_ExpressionReplace_601.patch,10,77,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,1,88,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,2,85,0
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,3,73,0
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,4,82,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,5,76,0
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,6,83,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,7,82,0
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,8,69,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,9,79,1
Chart,1,chart1_20_4_seed3_ExpressionAdd_601.patch,10,77,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,1,88,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,2,85,0
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,3,73,0
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,4,82,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,5,76,0
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,6,83,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,7,82,0
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,8,69,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,9,79,1
Chart,1,chart1_20_5_seed1_ExpressionReplace_601.patch,10,77,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,1,88,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,2,85,0
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,3,73,0
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,4,82,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,5,76,0
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,6,83,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,7,82,0
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,8,69,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,9,79,1
Chart,1,chart1_20_5_seed2_ExpressionAdd_601.patch,10,77,1
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_100_1_seed2_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_100_1_seed3_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_100_2_seed3_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_100_2_seed4_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_100_3_seed2_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_100_3_seed8_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_100_4_seed2_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_100_4_seed7_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_100_5_seed3_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_100_5_seed6_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_20_1_seed4_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_20_1_seed6_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_20_2_seed5_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_20_2_seed7_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_20_3_seed4_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_20_3_seed6_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_20_4_seed12_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_20_4_seed4_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,1,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,2,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,3,23,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,4,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,5,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,6,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,7,23,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,8,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,9,22,0
Chart,13,chart13_20_5_seed1_ExpressionAdd_232.patch,10,21,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,6,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,7,23,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,8,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,9,22,0
Chart,13,chart13_20_5_seed5_ExpressionAdd_226.patch,10,21,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,1,22,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,2,22,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,3,23,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,4,22,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,5,22,0
Chart,13,chart13_40_1_seed1_ExpressionAdd_226.patch,6,22,0
