Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,26,closure26_1.patch,8,6,0
Closure,26,closure26_1.patch,9,7,0
Closure,26,closure26_1.patch,10,6,0
Closure,39,closure39_0.patch,1,33,0
Closure,39,closure39_0.patch,2,33,1
Closure,39,closure39_0.patch,3,30,0
Closure,39,closure39_0.patch,4,34,0
Closure,39,closure39_0.patch,5,30,0
Closure,39,closure39_0.patch,6,34,0
Closure,39,closure39_0.patch,7,29,0
Closure,39,closure39_0.patch,8,31,1
Closure,39,closure39_0.patch,9,33,0
Closure,39,closure39_0.patch,10,33,0
Closure,46,closure46_0.patch,1,10,0
Closure,46,closure46_0.patch,2,8,0
Closure,46,closure46_0.patch,3,10,0
Closure,46,closure46_0.patch,4,10,0
Closure,46,closure46_0.patch,5,9,0
Closure,46,closure46_0.patch,6,11,0
Closure,46,closure46_0.patch,7,10,0
Closure,46,closure46_0.patch,8,10,0
Closure,46,closure46_0.patch,9,9,0
Closure,46,closure46_0.patch,10,8,0
Closure,57,closure57_0.patch,1,21,0
Closure,57,closure57_0.patch,2,21,0
Closure,57,closure57_0.patch,3,21,0
Closure,57,closure57_0.patch,4,26,0
Closure,57,closure57_0.patch,5,21,0
Closure,57,closure57_0.patch,6,22,0
Closure,57,closure57_0.patch,7,22,0
Closure,57,closure57_0.patch,8,22,0
Closure,57,closure57_0.patch,9,21,0
Closure,57,closure57_0.patch,10,25,0
Closure,62,closure62_0.patch,1,6,0
Closure,62,closure62_0.patch,2,6,0
Closure,62,closure62_0.patch,3,7,0
Closure,62,closure62_0.patch,4,7,0
Closure,62,closure62_0.patch,5,7,0
Closure,62,closure62_0.patch,6,6,0
Closure,62,closure62_0.patch,7,6,0
Closure,62,closure62_0.patch,8,7,0
Closure,62,closure62_0.patch,9,8,0
Closure,62,closure62_0.patch,10,7,0
Closure,63,closure63_0.patch,1,6,0
Closure,63,closure63_0.patch,2,6,0
Closure,63,closure63_0.patch,3,7,0
Closure,63,closure63_0.patch,4,6,0
Closure,63,closure63_0.patch,5,6,0
Closure,63,closure63_0.patch,6,6,0
Closure,63,closure63_0.patch,7,6,0
Closure,63,closure63_0.patch,8,7,0
Closure,63,closure63_0.patch,9,6,0
Closure,63,closure63_0.patch,10,6,0
Closure,68,closure68_0.patch,1,31,0
Closure,68,closure68_0.patch,2,33,0
Closure,68,closure68_0.patch,3,33,0
Closure,68,closure68_0.patch,4,33,0
Closure,68,closure68_0.patch,5,32,0
Closure,68,closure68_0.patch,6,31,0
Closure,68,closure68_0.patch,7,31,0
Closure,68,closure68_0.patch,8,33,0
Closure,68,closure68_0.patch,9,31,0
Closure,68,closure68_0.patch,10,31,0
Closure,73,closure73_0.patch,1,22,0
Closure,73,closure73_0.patch,2,21,0
Closure,73,closure73_0.patch,3,21,0
Closure,73,closure73_0.patch,4,21,0
Closure,73,closure73_0.patch,5,23,0
Closure,73,closure73_0.patch,6,20,0
Closure,73,closure73_0.patch,7,25,0
Closure,73,closure73_0.patch,8,23,0
Closure,73,closure73_0.patch,9,24,0
Closure,73,closure73_0.patch,10,24,0
Closure,79,closure79_0.patch,1,4,0
Closure,79,closure79_0.patch,2,4,0
Closure,79,closure79_0.patch,3,5,0
Closure,79,closure79_0.patch,4,6,0
Closure,79,closure79_0.patch,5,6,0
Closure,79,closure79_0.patch,6,4,0
Closure,79,closure79_0.patch,7,5,0
Closure,79,closure79_0.patch,8,5,0
Closure,79,closure79_0.patch,9,4,0
Closure,79,closure79_0.patch,10,5,0
Closure,93,closure93_0.patch,1,7,0
Closure,93,closure93_0.patch,2,8,0
Closure,93,closure93_0.patch,3,7,0
Closure,93,closure93_0.patch,4,7,0
Closure,93,closure93_0.patch,5,7,0
Closure,93,closure93_0.patch,6,7,0
Closure,93,closure93_0.patch,7,7,0
Closure,93,closure93_0.patch,8,7,0
Closure,93,closure93_0.patch,9,5,0
Closure,93,closure93_0.patch,10,7,0
Lang,10,lang10_0.patch,1,18,0
Lang,10,lang10_0.patch,2,18,0
Lang,10,lang10_0.patch,3,17,0
Lang,10,lang10_0.patch,4,24,0
Lang,10,lang10_0.patch,5,21,0
Lang,10,lang10_0.patch,6,21,0
Lang,10,lang10_0.patch,7,21,0
Lang,10,lang10_0.patch,8,20,0
Lang,10,lang10_0.patch,9,23,0
Lang,10,lang10_0.patch,10,21,0
Lang,16,lang16_0.patch,1,109,1
Lang,16,lang16_0.patch,2,112,0
Lang,16,lang16_0.patch,3,113,1
Lang,16,lang16_0.patch,4,110,1
Lang,16,lang16_0.patch,5,111,1
Lang,16,lang16_0.patch,6,111,1
Lang,16,lang16_0.patch,7,116,0
Lang,16,lang16_0.patch,8,111,1
Lang,16,lang16_0.patch,9,110,1
Lang,16,lang16_0.patch,10,112,1
Lang,27,lang27_0.patch,1,110,0
Lang,27,lang27_0.patch,2,112,1
Lang,27,lang27_0.patch,3,109,1
Lang,27,lang27_0.patch,4,113,1
Lang,27,lang27_0.patch,5,109,1
Lang,27,lang27_0.patch,6,110,1
Lang,27,lang27_0.patch,7,113,1
Lang,27,lang27_0.patch,8,108,0
Lang,27,lang27_0.patch,9,111,0
Lang,27,lang27_0.patch,10,112,1
Lang,33,lang33_0.patch,1,66,0
Lang,33,lang33_0.patch,2,66,0
Lang,33,lang33_0.patch,3,66,0
Lang,33,lang33_0.patch,4,66,0
Lang,33,lang33_0.patch,5,66,0
Lang,33,lang33_0.patch,6,66,0
Lang,33,lang33_0.patch,7,66,0
Lang,33,lang33_0.patch,8,66,0
Lang,33,lang33_0.patch,9,66,0
Lang,33,lang33_0.patch,10,66,0
Lang,39,lang39_0.patch,1,305,0
Lang,39,lang39_0.patch,2,305,0
Lang,39,lang39_0.patch,3,306,0
Lang,39,lang39_0.patch,4,312,0
Lang,39,lang39_0.patch,5,307,0
Lang,39,lang39_0.patch,6,307,0
Lang,39,lang39_0.patch,7,315,0
Lang,39,lang39_0.patch,8,304,0
Lang,39,lang39_0.patch,9,306,0
Lang,39,lang39_0.patch,10,307,0
Lang,41,lang41_0.patch,1,63,3
Lang,41,lang41_0.patch,2,62,2
Lang,41,lang41_0.patch,3,62,3
Lang,41,lang41_0.patch,4,58,1
Lang,41,lang41_0.patch,5,62,2
Lang,41,lang41_0.patch,6,63,2
Lang,41,lang41_0.patch,7,65,4
Lang,41,lang41_0.patch,8,62,3
Lang,41,lang41_0.patch,9,59,1
Lang,41,lang41_0.patch,10,60,4
Lang,41,lang41_13.patch,1,63,3
Lang,41,lang41_13.patch,2,62,2
Lang,41,lang41_13.patch,3,62,3
Lang,41,lang41_13.patch,4,58,1
Lang,41,lang41_13.patch,5,62,2
Lang,41,lang41_13.patch,6,63,2
Lang,41,lang41_13.patch,7,65,4
Lang,41,lang41_13.patch,8,62,3
Lang,41,lang41_13.patch,9,59,1
Lang,41,lang41_13.patch,10,60,4
Lang,43,lang43_0.patch,1,10,0
Lang,43,lang43_0.patch,2,9,0
Lang,43,lang43_0.patch,3,9,0
Lang,43,lang43_0.patch,4,10,0
Lang,43,lang43_0.patch,5,10,0
Lang,43,lang43_0.patch,6,11,0
Lang,43,lang43_0.patch,7,9,0
Lang,43,lang43_0.patch,8,11,0
Lang,43,lang43_0.patch,9,11,0
Lang,43,lang43_0.patch,10,11,0
Lang,44,lang44_0.patch,1,48,1
Lang,44,lang44_0.patch,2,54,1
Lang,44,lang44_0.patch,3,49,1
Lang,44,lang44_0.patch,4,49,0
Lang,44,lang44_0.patch,5,51,1
Lang,44,lang44_0.patch,6,53,1
Lang,44,lang44_0.patch,7,52,1
Lang,44,lang44_0.patch,8,52,1
Lang,44,lang44_0.patch,9,53,1
Lang,44,lang44_0.patch,10,52,1
Lang,45,lang45_0.patch,1,24,0
Lang,45,lang45_0.patch,2,20,0
Lang,45,lang45_0.patch,3,21,0
Lang,45,lang45_0.patch,4,23,1
Lang,45,lang45_0.patch,5,21,1
Lang,45,lang45_0.patch,6,22,1
Lang,45,lang45_0.patch,7,20,0
Lang,45,lang45_0.patch,8,22,0
Lang,45,lang45_0.patch,9,20,2
Lang,45,lang45_0.patch,10,22,2
Lang,50,lang50_0.patch,1,32,0
Lang,50,lang50_0.patch,2,30,0
Lang,50,lang50_0.patch,3,32,0
Lang,50,lang50_0.patch,4,32,0
Lang,50,lang50_0.patch,5,30,0
Lang,50,lang50_0.patch,6,29,0
Lang,50,lang50_0.patch,7,29,0
Lang,50,lang50_0.patch,8,27,0
Lang,50,lang50_0.patch,9,37,0
Lang,50,lang50_0.patch,10,31,0
Lang,50,lang50_1.patch,1,32,0
Lang,50,lang50_1.patch,2,30,0
Lang,50,lang50_1.patch,3,32,0
Lang,50,lang50_1.patch,4,32,0
Lang,50,lang50_1.patch,5,30,0
Lang,50,lang50_1.patch,6,29,0
Lang,50,lang50_1.patch,7,29,0
Lang,50,lang50_1.patch,8,27,0
Lang,50,lang50_1.patch,9,37,0
Lang,50,lang50_1.patch,10,31,0
Lang,58,lang58_0.patch,1,133,0
Lang,58,lang58_0.patch,2,130,0
Lang,58,lang58_0.patch,3,134,0
Lang,58,lang58_0.patch,4,136,0
Lang,58,lang58_0.patch,5,132,0
Lang,58,lang58_0.patch,6,136,0
Lang,58,lang58_0.patch,7,132,0
Lang,58,lang58_0.patch,8,134,0
Lang,58,lang58_0.patch,9,133,0
Lang,58,lang58_0.patch,10,134,0
Lang,60,lang60_0.patch,1,0,0
Lang,60,lang60_0.patch,2,157,0
Lang,60,lang60_0.patch,3,159,0
Lang,60,lang60_0.patch,4,158,0
Lang,60,lang60_0.patch,5,161,0
Lang,60,lang60_0.patch,6,167,1
Lang,60,lang60_0.patch,7,156,0
Lang,60,lang60_0.patch,8,155,0
Lang,60,lang60_0.patch,9,156,0
Lang,60,lang60_0.patch,10,158,0
Lang,63,lang63_0.patch,1,15,0
Lang,63,lang63_0.patch,2,16,0
Lang,63,lang63_0.patch,3,15,0
Lang,63,lang63_0.patch,4,13,0
Lang,63,lang63_0.patch,5,15,0
Lang,63,lang63_0.patch,6,14,0
Lang,63,lang63_0.patch,7,14,0
Lang,63,lang63_0.patch,8,15,0
Lang,63,lang63_0.patch,9,16,0
Lang,63,lang63_0.patch,10,14,0
Math,1,math1_0.patch,1,39,2
Math,1,math1_0.patch,2,40,1
Math,1,math1_0.patch,3,38,2
Math,1,math1_0.patch,4,40,4
Math,1,math1_0.patch,5,41,1
Math,1,math1_0.patch,6,42,1
Math,1,math1_0.patch,7,40,1
Math,1,math1_0.patch,8,39,1
Math,1,math1_0.patch,9,39,5
Math,1,math1_0.patch,10,38,2
Math,20,math20_0.patch,1,12,0
Math,20,math20_0.patch,2,13,0
Math,20,math20_0.patch,3,16,0
Math,20,math20_0.patch,4,10,0
Math,20,math20_0.patch,5,14,0
Math,20,math20_0.patch,6,17,0
Math,20,math20_0.patch,7,17,0
Math,20,math20_0.patch,8,13,0
Math,20,math20_0.patch,9,12,0
Math,20,math20_0.patch,10,11,0
Math,28,math28_0.patch,1,4,1
Math,28,math28_0.patch,2,5,0
Math,28,math28_0.patch,3,5,1
Math,28,math28_0.patch,4,3,1
Math,28,math28_0.patch,5,5,1
Math,28,math28_0.patch,6,3,0
Math,28,math28_0.patch,7,7,0
Math,28,math28_0.patch,8,4,1
Math,28,math28_0.patch,9,4,0
Math,28,math28_0.patch,10,5,0
Math,33,math33_0.patch,1,18,0
Math,33,math33_0.patch,2,18,0
Math,33,math33_0.patch,3,17,0
Math,33,math33_0.patch,4,19,0
Math,33,math33_0.patch,5,18,0
Math,33,math33_0.patch,6,18,0
Math,33,math33_0.patch,7,17,0
Math,33,math33_0.patch,8,17,0
Math,33,math33_0.patch,9,17,0
Math,33,math33_0.patch,10,18,0
Math,35,math35_0.patch,1,2,1
Math,35,math35_0.patch,2,3,1
Math,35,math35_0.patch,3,3,0
Math,35,math35_0.patch,4,2,1
Math,35,math35_0.patch,5,2,0
Math,35,math35_0.patch,6,3,0
Math,35,math35_0.patch,7,2,1
Math,35,math35_0.patch,8,3,0
Math,35,math35_0.patch,9,3,1
Math,35,math35_0.patch,10,2,0
Math,35,math35_1.patch,1,2,0
Math,35,math35_1.patch,2,3,0
Math,35,math35_1.patch,3,3,1
Math,35,math35_1.patch,4,2,0
Math,35,math35_1.patch,5,2,0
Math,35,math35_1.patch,6,3,1
Math,35,math35_1.patch,7,2,0
Math,35,math35_1.patch,8,3,0
Math,35,math35_1.patch,9,3,0
Math,35,math35_1.patch,10,2,1
Math,40,math40_0.patch,1,14,2
Math,40,math40_0.patch,2,14,1
Math,40,math40_0.patch,3,15,4
Math,40,math40_0.patch,4,14,2
Math,40,math40_0.patch,5,15,1
Math,40,math40_0.patch,6,15,0
Math,40,math40_0.patch,7,14,1
Math,40,math40_0.patch,8,16,1
Math,40,math40_0.patch,9,15,3
Math,40,math40_0.patch,10,16,0
Math,41,math41_0.patch,1,18,0
Math,41,math41_0.patch,2,19,0
Math,41,math41_0.patch,3,19,0
Math,41,math41_0.patch,4,17,0
Math,41,math41_0.patch,5,16,0
Math,41,math41_0.patch,6,17,0
Math,41,math41_0.patch,7,18,0
Math,41,math41_0.patch,8,19,0
Math,41,math41_0.patch,9,18,0
Math,41,math41_0.patch,10,17,0
Math,50,math50_0.patch,1,13,0
Math,50,math50_0.patch,2,13,0
Math,50,math50_0.patch,3,13,0
Math,50,math50_0.patch,4,14,0
Math,50,math50_0.patch,5,13,0
Math,50,math50_0.patch,6,14,0
Math,50,math50_0.patch,7,13,0
Math,50,math50_0.patch,8,13,0
Math,50,math50_0.patch,9,13,0
Math,50,math50_0.patch,10,14,0
Math,5,math5_0.patch,1,57,0
Math,5,math5_0.patch,2,59,0
Math,5,math5_0.patch,3,60,0
Math,5,math5_0.patch,4,57,0
Math,5,math5_0.patch,5,57,0
Math,5,math5_0.patch,6,58,0
Math,5,math5_0.patch,7,57,0
Math,5,math5_0.patch,8,60,0
Math,5,math5_0.patch,9,58,0
Math,5,math5_0.patch,10,58,0
Math,53,math53_0.patch,1,37,0
Math,53,math53_0.patch,2,37,0
Math,53,math53_0.patch,3,39,0
Math,53,math53_0.patch,4,38,0
Math,53,math53_0.patch,5,42,0
Math,53,math53_0.patch,6,39,0
Math,53,math53_0.patch,7,38,0
Math,53,math53_0.patch,8,35,0
Math,53,math53_0.patch,9,38,0
Math,53,math53_0.patch,10,40,0
Math,57,math57_0.patch,1,5,0
Math,57,math57_0.patch,2,6,0
Math,57,math57_0.patch,3,5,0
Math,57,math57_0.patch,4,5,0
Math,57,math57_0.patch,5,6,0
Math,57,math57_0.patch,6,5,0
Math,57,math57_0.patch,7,5,0
Math,57,math57_0.patch,8,5,0
Math,57,math57_0.patch,9,4,0
Math,57,math57_0.patch,10,6,0
Math,59,math59_0.patch,1,142,0
Math,59,math59_0.patch,2,149,0
Math,59,math59_0.patch,3,143,0
Math,59,math59_0.patch,4,142,0
Math,59,math59_0.patch,5,143,0
Math,59,math59_0.patch,6,146,0
Math,59,math59_0.patch,7,139,0
Math,59,math59_0.patch,8,147,0
Math,59,math59_0.patch,9,144,0
Math,59,math59_0.patch,10,147,0
Math,6,math6_0.patch,1,4,0
Math,6,math6_0.patch,2,4,0
Math,6,math6_0.patch,3,5,0
Math,6,math6_0.patch,4,5,0
Math,6,math6_0.patch,5,5,0
Math,6,math6_0.patch,6,5,0
Math,6,math6_0.patch,7,4,0
Math,6,math6_0.patch,8,6,0
Math,6,math6_0.patch,9,5,0
Math,6,math6_0.patch,10,4,0
Math,63,math63_0.patch,1,136,0
Math,63,math63_0.patch,2,137,0
Math,63,math63_0.patch,3,138,0
Math,63,math63_0.patch,4,132,0
Math,63,math63_0.patch,5,139,0
Math,63,math63_0.patch,6,137,0
Math,63,math63_0.patch,7,138,0
Math,63,math63_0.patch,8,135,1
Math,63,math63_0.patch,9,136,0
Math,63,math63_0.patch,10,138,0
Math,70,math70_0.patch,1,4,0
Math,70,math70_0.patch,2,5,0
Math,70,math70_0.patch,3,4,0
Math,70,math70_0.patch,4,4,0
Math,70,math70_0.patch,5,6,0
Math,70,math70_0.patch,6,5,0
Math,70,math70_0.patch,7,3,0
Math,70,math70_0.patch,8,5,0
Math,70,math70_0.patch,9,5,0
Math,70,math70_0.patch,10,5,0
Math,71,math71_0.patch,1,5,0
Math,71,math71_0.patch,2,3,0
Math,71,math71_0.patch,3,2,0
Math,71,math71_0.patch,4,4,0
Math,71,math71_0.patch,5,4,0
Math,71,math71_0.patch,6,3,0
Math,71,math71_0.patch,7,3,0
Math,71,math71_0.patch,8,4,0
Math,71,math71_0.patch,9,3,0
Math,71,math71_0.patch,10,3,0
Math,71,math71_2.patch,1,5,0
Math,71,math71_2.patch,2,3,1
Math,71,math71_2.patch,3,2,0
Math,71,math71_2.patch,4,4,1
Math,71,math71_2.patch,5,4,0
Math,71,math71_2.patch,6,3,0
Math,71,math71_2.patch,7,3,1
Math,71,math71_2.patch,8,4,0
Math,71,math71_2.patch,9,3,0
Math,71,math71_2.patch,10,3,0
Math,72,math72_0.patch,1,15,0
Math,72,math72_0.patch,2,15,0
Math,72,math72_0.patch,3,14,1
Math,72,math72_0.patch,4,14,0
Math,72,math72_0.patch,5,15,0
Math,72,math72_0.patch,6,13,0
Math,72,math72_0.patch,7,13,0
Math,72,math72_0.patch,8,16,0
Math,72,math72_0.patch,9,16,1
Math,72,math72_0.patch,10,14,0
Math,73,math73_0.patch,1,15,1
Math,73,math73_0.patch,2,15,0
Math,73,math73_0.patch,3,14,1
Math,73,math73_0.patch,4,14,1
Math,73,math73_0.patch,5,15,1
Math,73,math73_0.patch,6,13,1
Math,73,math73_0.patch,7,13,1
Math,73,math73_0.patch,8,16,1
Math,73,math73_0.patch,9,15,1
Math,73,math73_0.patch,10,14,1
Math,74,math74_0.patch,1,7,0
Math,74,math74_0.patch,2,7,0
Math,74,math74_0.patch,3,9,0
Math,74,math74_0.patch,4,7,1
Math,74,math74_0.patch,5,8,1
Math,74,math74_0.patch,6,8,0
Math,74,math74_0.patch,7,6,0
Math,74,math74_0.patch,8,7,0
Math,74,math74_0.patch,9,6,0
Math,74,math74_0.patch,10,8,0
Math,75,math75_0.patch,1,30,0
Math,75,math75_0.patch,2,29,0
Math,75,math75_0.patch,3,29,0
Math,75,math75_0.patch,4,32,0
Math,75,math75_0.patch,5,31,0
Math,75,math75_0.patch,6,32,0
Math,75,math75_0.patch,7,29,0
Math,75,math75_0.patch,8,31,0
Math,75,math75_0.patch,9,29,0
Math,75,math75_0.patch,10,30,0
Math,79,math79_0.patch,1,119,0
Math,79,math79_0.patch,2,121,0
Math,79,math79_0.patch,3,121,0
Math,79,math79_0.patch,4,121,0
Math,79,math79_0.patch,5,121,0
Math,79,math79_0.patch,6,121,0
Math,79,math79_0.patch,7,121,0
Math,79,math79_0.patch,8,121,0
Math,79,math79_0.patch,9,122,0
Math,79,math79_0.patch,10,122,0
Math,80,math80_0.patch,1,28,0
Math,80,math80_0.patch,2,27,0
Math,80,math80_0.patch,3,28,0
Math,80,math80_0.patch,4,28,0
Math,80,math80_0.patch,5,25,1
Math,80,math80_0.patch,6,24,0
Math,80,math80_0.patch,7,26,3
Math,80,math80_0.patch,8,24,1
Math,80,math80_0.patch,9,27,0
Math,80,math80_0.patch,10,30,0
Math,8,math8_0.patch,1,6,0
Math,8,math8_0.patch,2,6,0
Math,8,math8_0.patch,3,6,0
Math,8,math8_0.patch,4,6,1
Math,8,math8_0.patch,5,6,1
Math,8,math8_0.patch,6,6,0
Math,8,math8_0.patch,7,6,1
Math,8,math8_0.patch,8,6,0
Math,8,math8_0.patch,9,7,0
Math,8,math8_0.patch,10,7,0
Math,81,math81_0.patch,1,28,1
Math,81,math81_0.patch,2,29,2
Math,81,math81_0.patch,3,29,2
Math,81,math81_0.patch,4,29,2
Math,81,math81_0.patch,5,26,0
Math,81,math81_0.patch,6,26,1
Math,81,math81_0.patch,7,28,1
Math,81,math81_0.patch,8,27,1
Math,81,math81_0.patch,9,24,0
Math,81,math81_0.patch,10,28,0
Math,85,math85_0.patch,1,9,2
Math,85,math85_0.patch,2,9,1
Math,85,math85_0.patch,3,9,1
Math,85,math85_0.patch,4,9,1
Math,85,math85_0.patch,5,9,1
Math,85,math85_0.patch,6,9,2
Math,85,math85_0.patch,7,9,1
Math,85,math85_0.patch,8,9,1
Math,85,math85_0.patch,9,9,1
Math,85,math85_0.patch,10,9,1
Math,88,math88_0.patch,1,16,0
Math,88,math88_0.patch,2,16,0
Math,88,math88_0.patch,3,17,0
Math,88,math88_0.patch,4,16,0
Math,88,math88_0.patch,5,16,0
Math,88,math88_0.patch,6,16,0
Math,88,math88_0.patch,7,16,0
Math,88,math88_0.patch,8,15,0
Math,88,math88_0.patch,9,17,0
Math,88,math88_0.patch,10,15,0
Math,98,math98_0.patch,1,72,0
Math,98,math98_0.patch,2,74,0
Math,98,math98_0.patch,3,76,0
Math,98,math98_0.patch,4,76,0
Math,98,math98_0.patch,5,72,0
Math,98,math98_0.patch,6,74,0
Math,98,math98_0.patch,7,72,0
Math,98,math98_0.patch,8,79,0
Math,98,math98_0.patch,9,69,0
Math,98,math98_0.patch,10,72,0
Time,11,time11_0.patch,1,31,1
Time,11,time11_0.patch,2,31,1
Time,11,time11_0.patch,3,32,1
Time,11,time11_0.patch,4,31,1
Time,11,time11_0.patch,5,32,1
Time,11,time11_0.patch,6,35,1
Time,11,time11_0.patch,7,33,1
Time,11,time11_0.patch,8,34,1
Time,11,time11_0.patch,9,34,1
Time,11,time11_0.patch,10,31,1
Time,13,time13_0.patch,1,75,0
Time,13,time13_0.patch,2,74,1
