=================================================
Project : math_102	start : 19/09/02 13:43
Current failed test : org.apache.commons.math.stat.inference.ChiSquareFactoryTest::testChiSquareLargeTestStatistic | 19/09/02 13:43
Mon Sep 02 13:43:47 EDT 2019 org.apache.commons.math.stat.inference.ChiSquareTestImpl,66
Mon Sep 02 15:08:30 EDT 2019 Mon Sep 02 15:08:30 EDT 2019 : org.apache.commons.math.distribution.AbstractDistribution,39=>Find no block
Mon Sep 02 15:08:31 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,47
Mon Sep 02 15:08:44 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,48
Mon Sep 02 15:08:45 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,49
Mon Sep 02 15:08:46 EDT 2019 Mon Sep 02 15:08:46 EDT 2019 : org.apache.commons.math.distribution.GammaDistributionImpl,50=>Find no block
Mon Sep 02 15:08:46 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,111
Mon Sep 02 15:09:25 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,114
Mon Sep 02 15:10:15 EDT 2019 Mon Sep 02 15:10:15 EDT 2019 : org.apache.commons.math.distribution.GammaDistributionImpl,115=>Find no block
Mon Sep 02 15:10:16 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,131
Mon Sep 02 15:10:39 EDT 2019 org.apache.commons.math.distribution.GammaDistributionImpl,134
Mon Sep 02 15:11:00 EDT 2019 Mon Sep 02 15:11:00 EDT 2019 : org.apache.commons.math.distribution.GammaDistributionImpl,135=>Find no block
Mon Sep 02 15:11:00 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,43
Mon Sep 02 15:11:02 EDT 2019 Mon Sep 02 15:11:02 EDT 2019 : org.apache.commons.math.distribution.ChiSquaredDistributionImpl,44=>Find no block
Mon Sep 02 15:11:03 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,53
Mon Sep 02 15:11:05 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,54
Mon Sep 02 15:11:06 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,55
Mon Sep 02 15:11:06 EDT 2019 Mon Sep 02 15:11:06 EDT 2019 : org.apache.commons.math.distribution.ChiSquaredDistributionImpl,56=>Find no block
Mon Sep 02 15:11:07 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,63
Mon Sep 02 15:11:09 EDT 2019 Mon Sep 02 15:11:09 EDT 2019 : org.apache.commons.math.distribution.ChiSquaredDistributionImpl,64=>Find no block
Mon Sep 02 15:11:10 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,180
Mon Sep 02 15:11:11 EDT 2019 Mon Sep 02 15:11:11 EDT 2019 : org.apache.commons.math.distribution.ChiSquaredDistributionImpl,182=>Find no block
Mon Sep 02 15:11:12 EDT 2019 org.apache.commons.math.distribution.ChiSquaredDistributionImpl,189
Mon Sep 02 15:11:14 EDT 2019 org.apache.commons.math.stat.inference.ChiSquareTestImpl,39
Mon Sep 02 15:11:15 EDT 2019 Mon Sep 02 15:11:15 EDT 2019 : org.apache.commons.math.stat.inference.ChiSquareTestImpl,40=>Find no block
Mon Sep 02 15:11:16 EDT 2019 org.apache.commons.math.stat.inference.ChiSquareTestImpl,49
Mon Sep 02 15:11:18 EDT 2019 org.apache.commons.math.stat.inference.ChiSquareTestImpl,50
Mon Sep 02 15:11:18 EDT 2019 Mon Sep 02 15:11:18 EDT 2019 : org.apache.commons.math.stat.inference.ChiSquareTestImpl,51=>Find no block
Mon Sep 02 15:11:19 EDT 2019 org.apache.commons.math.stat.inference.ChiSquareTestImpl,402
Mon Sep 02 15:11:21 EDT 2019 Mon Sep 02 15:11:21 EDT 2019 : org.apache.commons.math.stat.inference.ChiSquareTestImpl,403=>Find no block
Mon Sep 02 15:11:21 EDT 2019 org.apache.commons.math.special.Gamma,168
Mon Sep 02 15:12:03 EDT 2019 org.apache.commons.math.special.Gamma,169
Mon Sep 02 15:12:05 EDT 2019 org.apache.commons.math.special.Gamma,170
Mon Sep 02 15:20:08 EDT 2019 org.apache.commons.math.special.Gamma,171
Mon Sep 02 15:20:09 EDT 2019 org.apache.commons.math.special.Gamma,173
Mon Sep 02 15:20:09 EDT 2019 org.apache.commons.math.special.Gamma,174
Mon Sep 02 15:20:10 EDT 2019 org.apache.commons.math.special.Gamma,177
Mon Sep 02 15:20:10 EDT 2019 org.apache.commons.math.special.Gamma,179
Mon Sep 02 15:20:11 EDT 2019 org.apache.commons.math.special.Gamma,182
Mon Sep 02 15:20:11 EDT 2019 org.apache.commons.math.stat.inference.TestUtils,303
Mon Sep 02 15:20:31 EDT 2019 org.apache.commons.math.special.Gamma,243
Mon Sep 02 15:20:32 EDT 2019 org.apache.commons.math.special.Gamma,248
Mon Sep 02 15:21:37 EDT 2019 org.apache.commons.math.special.Gamma,252
Mon Sep 02 15:22:14 EDT 2019 org.apache.commons.math.special.Gamma,165
Mon Sep 02 15:22:19 EDT 2019 org.apache.commons.math.special.Gamma,233
Mon Sep 02 15:29:11 EDT 2019 org.apache.commons.math.special.Gamma,235
Mon Sep 02 15:29:11 EDT 2019 org.apache.commons.math.special.Gamma,237
Mon Sep 02 15:29:11 EDT 2019 org.apache.commons.math.special.Gamma,243
Mon Sep 02 15:29:12 EDT 2019 org.apache.commons.math.special.Gamma,256
Mon Sep 02 15:34:11 EDT 2019 org.apache.commons.math.special.Gamma,257
Mon Sep 02 15:34:11 EDT 2019 org.apache.commons.math.special.Gamma,260
Mon Sep 02 15:38:02 EDT 2019 org.apache.commons.math.distribution.TDistributionImpl,45
Mon Sep 02 15:38:09 EDT 2019 org.apache.commons.math.distribution.TDistributionImpl,46
Mon Sep 02 15:38:10 EDT 2019 Mon Sep 02 15:38:10 EDT 2019 : org.apache.commons.math.distribution.TDistributionImpl,47=>Find no block
Mon Sep 02 15:38:11 EDT 2019 org.apache.commons.math.distribution.TDistributionImpl,54
Mon Sep 02 15:38:12 EDT 2019 org.apache.commons.math.distribution.TDistributionImpl,57
Mon Sep 02 15:38:14 EDT 2019 Mon Sep 02 15:38:14 EDT 2019 : org.apache.commons.math.distribution.TDistributionImpl,58=>Find no block
Mon Sep 02 15:38:15 EDT 2019 org.apache.commons.math.stat.inference.TTestImpl,43
Mon Sep 02 15:38:16 EDT 2019 Mon Sep 02 15:38:16 EDT 2019 : org.apache.commons.math.stat.inference.TTestImpl,44=>Find no block
Mon Sep 02 15:38:17 EDT 2019 org.apache.commons.math.stat.inference.TTestImpl,53
Mon Sep 02 15:38:18 EDT 2019 org.apache.commons.math.stat.inference.TTestImpl,54
Mon Sep 02 15:38:19 EDT 2019 Mon Sep 02 15:38:19 EDT 2019 : org.apache.commons.math.stat.inference.TTestImpl,55=>Find no block
Mon Sep 02 15:38:19 EDT 2019 org.apache.commons.math.stat.inference.TTestImpl,1067
Mon Sep 02 15:38:20 EDT 2019 Mon Sep 02 15:38:20 EDT 2019 : org.apache.commons.math.stat.inference.TTestImpl,1068=>Find no block
Mon Sep 02 15:38:21 EDT 2019 Mon Sep 02 15:38:21 EDT 2019 : org.apache.commons.math.stat.inference.TestUtils,38=>Find no block
Mon Sep 02 15:38:21 EDT 2019 Mon Sep 02 15:38:21 EDT 2019 : org.apache.commons.math.stat.inference.TestUtils,41=>Find no block
Mon Sep 02 15:38:22 EDT 2019 Mon Sep 02 15:38:22 EDT 2019 : org.apache.commons.math.stat.inference.TestUtils,45=>Find no block
Mon Sep 02 15:38:23 EDT 2019 org.apache.commons.math.stat.inference.TestUtils,102
Mon Sep 02 15:38:24 EDT 2019 org.apache.commons.math.util.ContinuedFraction,51
Mon Sep 02 15:38:25 EDT 2019 Mon Sep 02 15:38:25 EDT 2019 : org.apache.commons.math.util.ContinuedFraction,52=>Find no block
Mon Sep 02 15:38:25 EDT 2019 org.apache.commons.math.util.ContinuedFraction,133
Mon Sep 02 15:39:15 EDT 2019 org.apache.commons.math.util.ContinuedFraction,134
Mon Sep 02 15:39:15 EDT 2019 org.apache.commons.math.util.ContinuedFraction,135
Mon Sep 02 15:40:28 EDT 2019 org.apache.commons.math.util.ContinuedFraction,136
Mon Sep 02 15:42:26 EDT 2019 org.apache.commons.math.util.ContinuedFraction,137
Mon Sep 02 15:45:59 EDT 2019 org.apache.commons.math.util.ContinuedFraction,138
Mon Sep 02 15:51:13 EDT 2019 org.apache.commons.math.util.ContinuedFraction,139
Mon Sep 02 15:51:13 EDT 2019 org.apache.commons.math.util.ContinuedFraction,140
Mon Sep 02 16:04:11 EDT 2019 org.apache.commons.math.util.ContinuedFraction,141
Mon Sep 02 16:05:10 EDT 2019 org.apache.commons.math.util.ContinuedFraction,142
Mon Sep 02 16:05:10 EDT 2019 org.apache.commons.math.util.ContinuedFraction,143
Mon Sep 02 16:07:17 EDT 2019 org.apache.commons.math.util.ContinuedFraction,144
Mon Sep 02 16:10:46 EDT 2019 org.apache.commons.math.util.ContinuedFraction,145
Mon Sep 02 16:10:47 EDT 2019 org.apache.commons.math.util.ContinuedFraction,146
Mon Sep 02 16:10:47 EDT 2019 org.apache.commons.math.util.ContinuedFraction,161
Mon Sep 02 16:14:49 EDT 2019 org.apache.commons.math.util.ContinuedFraction,162
Mon Sep 02 16:20:44 EDT 2019 org.apache.commons.math.util.ContinuedFraction,165
Mon Sep 02 16:23:01 EDT 2019 org.apache.commons.math.util.ContinuedFraction,166
Mon Sep 02 16:26:50 EDT 2019 org.apache.commons.math.util.ContinuedFraction,167
Mon Sep 02 16:28:53 EDT 2019 org.apache.commons.math.util.ContinuedFraction,168
Mon Sep 02 16:30:51 EDT 2019 org.apache.commons.math.util.ContinuedFraction,169
Mon Sep 02 16:30:51 EDT 2019 Mon Sep 02 16:30:51 EDT 2019 : org.apache.commons.math.util.ContinuedFraction,170=>Find no block
Mon Sep 02 16:30:52 EDT 2019 org.apache.commons.math.util.ContinuedFraction,172
Mon Sep 02 16:34:55 EDT 2019 org.apache.commons.math.util.ContinuedFraction,178
Mon Sep 02 16:40:05 EDT 2019 Mon Sep 02 16:40:05 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.GeometricMean,57=>Find no block
Mon Sep 02 16:40:05 EDT 2019 org.apache.commons.math.stat.descriptive.moment.GeometricMean,58
Mon Sep 02 16:40:07 EDT 2019 Mon Sep 02 16:40:07 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.GeometricMean,59=>Find no block
Mon Sep 02 16:40:07 EDT 2019 Mon Sep 02 16:40:07 EDT 2019 : org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,33=>Find no block
Mon Sep 02 16:40:07 EDT 2019 Mon Sep 02 16:40:07 EDT 2019 : org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,34=>Find no block
Mon Sep 02 16:40:08 EDT 2019 Mon Sep 02 16:40:08 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.SumOfLogs,60=>Find no block
Mon Sep 02 16:40:09 EDT 2019 org.apache.commons.math.stat.descriptive.summary.SumOfLogs,61
Mon Sep 02 16:40:42 EDT 2019 org.apache.commons.math.stat.descriptive.summary.SumOfLogs,62
Mon Sep 02 16:40:43 EDT 2019 Mon Sep 02 16:40:43 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.SumOfLogs,63=>Find no block
Mon Sep 02 16:40:43 EDT 2019 Mon Sep 02 16:40:43 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Variance,90=>Find no block
Mon Sep 02 16:40:44 EDT 2019 Mon Sep 02 16:40:44 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Variance,70=>Find no block
Mon Sep 02 16:40:44 EDT 2019 Mon Sep 02 16:40:44 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Variance,77=>Find no block
Mon Sep 02 16:40:44 EDT 2019 Mon Sep 02 16:40:44 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Variance,84=>Find no block
Mon Sep 02 16:40:45 EDT 2019 org.apache.commons.math.stat.descriptive.moment.Variance,91
Mon Sep 02 16:41:22 EDT 2019 Mon Sep 02 16:41:22 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Variance,92=>Find no block
Mon Sep 02 16:41:23 EDT 2019 org.apache.commons.math.stat.descriptive.moment.SecondMoment,57
Mon Sep 02 16:41:42 EDT 2019 org.apache.commons.math.stat.descriptive.moment.SecondMoment,58
Mon Sep 02 16:41:42 EDT 2019 Mon Sep 02 16:41:42 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.SecondMoment,59=>Find no block
Mon Sep 02 16:41:43 EDT 2019 Mon Sep 02 16:41:43 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.FirstMoment,76=>Find no block
Mon Sep 02 16:41:43 EDT 2019 org.apache.commons.math.stat.descriptive.moment.FirstMoment,77
Mon Sep 02 16:44:11 EDT 2019 org.apache.commons.math.stat.descriptive.moment.FirstMoment,78
Mon Sep 02 16:44:11 EDT 2019 org.apache.commons.math.stat.descriptive.moment.FirstMoment,79
Mon Sep 02 16:44:12 EDT 2019 org.apache.commons.math.stat.descriptive.moment.FirstMoment,80
Mon Sep 02 16:44:12 EDT 2019 Mon Sep 02 16:44:12 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.FirstMoment,81=>Find no block
Mon Sep 02 16:44:13 EDT 2019 Mon Sep 02 16:44:13 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Mean,76=>Find no block
Mon Sep 02 16:44:13 EDT 2019 org.apache.commons.math.stat.descriptive.moment.Mean,77
Mon Sep 02 16:44:32 EDT 2019 org.apache.commons.math.stat.descriptive.moment.Mean,78
Mon Sep 02 16:44:32 EDT 2019 Mon Sep 02 16:44:32 EDT 2019 : org.apache.commons.math.stat.descriptive.moment.Mean,79=>Find no block
Mon Sep 02 16:44:33 EDT 2019 org.apache.commons.math.stat.descriptive.SummaryStatisticsImpl,36
Mon Sep 02 16:44:33 EDT 2019 Mon Sep 02 16:44:33 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatisticsImpl,37=>Find no block
Mon Sep 02 16:44:34 EDT 2019 Mon Sep 02 16:44:34 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,98=>Find no block
Mon Sep 02 16:44:34 EDT 2019 Mon Sep 02 16:44:34 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,102=>Find no block
Mon Sep 02 16:44:35 EDT 2019 Mon Sep 02 16:44:35 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,105=>Find no block
Mon Sep 02 16:44:35 EDT 2019 Mon Sep 02 16:44:35 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,108=>Find no block
Mon Sep 02 16:44:36 EDT 2019 Mon Sep 02 16:44:36 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,111=>Find no block
Mon Sep 02 16:44:36 EDT 2019 Mon Sep 02 16:44:36 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,114=>Find no block
Mon Sep 02 16:44:37 EDT 2019 Mon Sep 02 16:44:37 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,117=>Find no block
Mon Sep 02 16:44:37 EDT 2019 Mon Sep 02 16:44:37 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,120=>Find no block
Mon Sep 02 16:44:37 EDT 2019 Mon Sep 02 16:44:37 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,123=>Find no block
Mon Sep 02 16:44:38 EDT 2019 Mon Sep 02 16:44:38 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,126=>Find no block
Mon Sep 02 16:44:38 EDT 2019 Mon Sep 02 16:44:38 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,129=>Find no block
Mon Sep 02 16:44:39 EDT 2019 Mon Sep 02 16:44:39 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,132=>Find no block
Mon Sep 02 16:44:39 EDT 2019 Mon Sep 02 16:44:39 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,133=>Find no block
Mon Sep 02 16:44:40 EDT 2019 Mon Sep 02 16:44:40 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,134=>Find no block
Mon Sep 02 16:44:40 EDT 2019 Mon Sep 02 16:44:40 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,135=>Find no block
Mon Sep 02 16:44:41 EDT 2019 Mon Sep 02 16:44:41 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,136=>Find no block
Mon Sep 02 16:44:41 EDT 2019 Mon Sep 02 16:44:41 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,137=>Find no block
Mon Sep 02 16:44:42 EDT 2019 Mon Sep 02 16:44:42 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,138=>Find no block
Mon Sep 02 16:44:42 EDT 2019 Mon Sep 02 16:44:42 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,139=>Find no block
Mon Sep 02 16:44:42 EDT 2019 Mon Sep 02 16:44:42 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,99=>Find no block
Mon Sep 02 16:44:43 EDT 2019 org.apache.commons.math.stat.descriptive.SummaryStatistics,83
Mon Sep 02 16:44:44 EDT 2019 org.apache.commons.math.stat.descriptive.SummaryStatistics,85
Mon Sep 02 16:44:45 EDT 2019 Mon Sep 02 16:44:45 EDT 2019 : org.apache.commons.math.stat.descriptive.SummaryStatistics,89=>Find no block
Mon Sep 02 16:44:45 EDT 2019 org.apache.commons.math.stat.descriptive.SummaryStatistics,90
Mon Sep 02 16:44:46 EDT 2019 Mon Sep 02 16:44:46 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.Sum,52=>Find no block
Mon Sep 02 16:44:46 EDT 2019 org.apache.commons.math.stat.descriptive.summary.Sum,53
Mon Sep 02 16:45:13 EDT 2019 org.apache.commons.math.stat.descriptive.summary.Sum,54
Mon Sep 02 16:45:13 EDT 2019 Mon Sep 02 16:45:13 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.Sum,55=>Find no block
Mon Sep 02 16:45:14 EDT 2019 Mon Sep 02 16:45:14 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.SumOfSquares,52=>Find no block
Mon Sep 02 16:45:14 EDT 2019 org.apache.commons.math.stat.descriptive.summary.SumOfSquares,53
Mon Sep 02 16:45:15 EDT 2019 org.apache.commons.math.stat.descriptive.summary.SumOfSquares,54
Mon Sep 02 16:45:15 EDT 2019 Mon Sep 02 16:45:15 EDT 2019 : org.apache.commons.math.stat.descriptive.summary.SumOfSquares,55=>Find no block
Mon Sep 02 16:45:15 EDT 2019 Mon Sep 02 16:45:15 EDT 2019 : org.apache.commons.math.stat.descriptive.rank.Min,54=>Find no block
Mon Sep 02 16:45:16 EDT 2019 org.apache.commons.math.stat.descriptive.rank.Min,55
Mon Sep 02 16:45:16 EDT 2019 org.apache.commons.math.stat.descriptive.rank.Min,56
Failed time : 19/09/02 16:45
