Project,Bug,Patch,TSSeed,NumberOfTests,NumberOfFailingTests
Closure,115,closure115_4_0_0.patch,6,10,0
Closure,115,closure115_4_0_0.patch,7,7,0
Closure,115,closure115_4_0_0.patch,8,9,0
Closure,115,closure115_4_0_0.patch,9,9,0
Closure,115,closure115_4_0_0.patch,10,9,0
Closure,115,closure115_4_0_1.patch,1,11,0
Closure,115,closure115_4_0_1.patch,2,8,0
Closure,115,closure115_4_0_1.patch,3,12,0
Closure,115,closure115_4_0_1.patch,4,7,0
Closure,115,closure115_4_0_1.patch,5,11,0
Closure,115,closure115_4_0_1.patch,6,10,0
Closure,115,closure115_4_0_1.patch,7,7,0
Closure,115,closure115_4_0_1.patch,8,9,0
Closure,115,closure115_4_0_1.patch,9,9,0
Closure,115,closure115_4_0_1.patch,10,9,0
Closure,115,closure115_4_3_0.patch,1,11,0
Closure,115,closure115_4_3_0.patch,2,8,0
Closure,115,closure115_4_3_0.patch,3,12,0
Closure,115,closure115_4_3_0.patch,4,7,0
Closure,115,closure115_4_3_0.patch,5,11,0
Closure,115,closure115_4_3_0.patch,6,10,0
Closure,115,closure115_4_3_0.patch,7,7,0
Closure,115,closure115_4_3_0.patch,8,9,0
Closure,115,closure115_4_3_0.patch,9,9,0
Closure,115,closure115_4_3_0.patch,10,9,0
Closure,115,closure115_4_4_0.patch,1,11,0
Closure,115,closure115_4_4_0.patch,2,8,0
Closure,115,closure115_4_4_0.patch,3,12,0
Closure,115,closure115_4_4_0.patch,4,7,0
Closure,115,closure115_4_4_0.patch,5,11,0
Closure,115,closure115_4_4_0.patch,6,10,0
Closure,115,closure115_4_4_0.patch,7,7,0
Closure,115,closure115_4_4_0.patch,8,9,0
Closure,115,closure115_4_4_0.patch,9,9,0
Closure,115,closure115_4_4_0.patch,10,9,0
Closure,115,closure115_4_4_1.patch,1,11,0
Closure,115,closure115_4_4_1.patch,2,8,0
Closure,115,closure115_4_4_1.patch,3,12,0
Closure,115,closure115_4_4_1.patch,4,7,0
Closure,115,closure115_4_4_1.patch,5,11,0
Closure,115,closure115_4_4_1.patch,6,10,0
Closure,115,closure115_4_4_1.patch,7,7,0
Closure,115,closure115_4_4_1.patch,8,9,0
Closure,115,closure115_4_4_1.patch,9,9,0
Closure,115,closure115_4_4_1.patch,10,9,0
Closure,115,closure115_5_0_0.patch,1,11,0
Closure,115,closure115_5_0_0.patch,2,8,0
Closure,115,closure115_5_0_0.patch,3,12,0
Closure,115,closure115_5_0_0.patch,4,7,0
Closure,115,closure115_5_0_0.patch,5,11,0
Closure,115,closure115_5_0_0.patch,6,10,0
Closure,115,closure115_5_0_0.patch,7,7,0
Closure,115,closure115_5_0_0.patch,8,9,0
Closure,115,closure115_5_0_0.patch,9,9,0
Closure,115,closure115_5_0_0.patch,10,9,0
Closure,115,closure115_5_1_0.patch,1,11,0
Closure,115,closure115_5_1_0.patch,2,8,0
Closure,115,closure115_5_1_0.patch,3,12,0
Closure,115,closure115_5_1_0.patch,4,7,0
Closure,115,closure115_5_1_0.patch,5,11,0
Closure,115,closure115_5_1_0.patch,6,10,0
Closure,115,closure115_5_1_0.patch,7,7,0
Closure,115,closure115_5_1_0.patch,8,9,0
Closure,115,closure115_5_1_0.patch,9,9,0
Closure,115,closure115_5_1_0.patch,10,9,0
Closure,115,closure115_5_1_1.patch,1,11,0
Closure,115,closure115_5_1_1.patch,2,8,0
Closure,115,closure115_5_1_1.patch,3,12,0
Closure,115,closure115_5_1_1.patch,4,7,0
Closure,115,closure115_5_1_1.patch,5,11,0
Closure,115,closure115_5_1_1.patch,6,10,0
Closure,115,closure115_5_1_1.patch,7,7,0
Closure,115,closure115_5_1_1.patch,8,9,0
Closure,115,closure115_5_1_1.patch,9,9,0
Closure,115,closure115_5_1_1.patch,10,9,0
Closure,115,closure115_5_2_0.patch,1,11,0
Closure,115,closure115_5_2_0.patch,2,8,0
Closure,115,closure115_5_2_0.patch,3,12,0
Closure,115,closure115_5_2_0.patch,4,7,0
Closure,115,closure115_5_2_0.patch,5,11,0
Closure,115,closure115_5_2_0.patch,6,10,0
Closure,115,closure115_5_2_0.patch,7,7,0
Closure,115,closure115_5_2_0.patch,8,9,0
Closure,115,closure115_5_2_0.patch,9,9,0
Closure,115,closure115_5_2_0.patch,10,9,0
Closure,115,closure115_5_4_0.patch,1,11,0
Closure,115,closure115_5_4_0.patch,2,8,0
Closure,115,closure115_5_4_0.patch,3,12,0
Closure,115,closure115_5_4_0.patch,4,7,0
Closure,115,closure115_5_4_0.patch,5,11,0
Closure,115,closure115_5_4_0.patch,6,10,0
Closure,115,closure115_5_4_0.patch,7,7,0
Closure,115,closure115_5_4_0.patch,8,9,0
Closure,115,closure115_5_4_0.patch,9,9,0
Closure,115,closure115_5_4_0.patch,10,9,0
Closure,26,closure26_7_0_0.patch,1,8,0
Closure,26,closure26_7_0_0.patch,2,10,0
Closure,26,closure26_7_0_0.patch,3,9,0
Closure,26,closure26_7_0_0.patch,4,11,0
Closure,26,closure26_7_0_0.patch,5,10,0
Closure,26,closure26_7_0_0.patch,6,9,0
Closure,26,closure26_7_0_0.patch,7,9,0
Closure,26,closure26_7_0_0.patch,8,7,0
Closure,26,closure26_7_0_0.patch,9,9,0
Closure,26,closure26_7_0_0.patch,10,10,1
