Project,Bug,TSSeed,NumberOfTests,NumberOfFailingTests
lang,lang59,4,193,1
lang,lang59,5,128,0
lang,lang59,6,182,0
lang,lang59,7,222,0
lang,lang59,8,97,0
lang,lang59,9,92,0
lang,lang59,10,81,0
lang,lang63,1,21,0
lang,lang63,2,20,0
lang,lang63,3,21,1
lang,lang63,4,20,0
lang,lang63,5,20,0
lang,lang63,6,21,0
lang,lang63,7,22,2
lang,lang63,8,21,0
lang,lang63,9,20,0
lang,lang63,10,20,0
lang,lang7,1,139,1
lang,lang7,2,144,1
lang,lang7,3,140,2
lang,lang7,4,137,2
lang,lang7,5,141,1
lang,lang7,6,139,1
lang,lang7,7,135,1
lang,lang7,8,136,2
lang,lang7,9,141,2
lang,lang7,10,139,1
math,math18,1,15,0
math,math18,2,17,0
math,math18,3,13,1
math,math18,4,16,0
math,math18,5,15,0
math,math18,6,11,0
math,math18,7,15,0
math,math18,8,15,0
math,math18,9,12,0
math,math18,10,17,0
math,math2,1,15,0
math,math2,2,13,0
math,math2,3,15,0
math,math2,4,14,0
math,math2,5,14,0
math,math2,6,14,0
math,math2,7,15,0
math,math2,8,14,0
math,math2,9,15,0
math,math2,10,13,0
math,math20,1,13,0
math,math20,2,17,0
math,math20,3,14,0
math,math20,4,14,0
math,math20,5,13,0
math,math20,6,15,0
math,math20,7,13,0
math,math20,8,9,0
math,math20,9,15,0
math,math20,10,13,0
math,math24,1,6,2
math,math24,2,6,2
math,math24,3,7,1
math,math24,4,6,2
math,math24,5,6,2
math,math24,6,7,1
math,math24,7,7,1
math,math24,8,8,3
math,math24,9,7,2
math,math24,10,5,1
math,math28,1,2,0
math,math28,2,2,0
math,math28,3,2,0
math,math28,4,2,0
math,math28,5,2,0
math,math28,6,2,0
math,math28,7,2,0
math,math28,8,1,0
math,math28,9,2,0
math,math28,10,2,0
math,math29,1,46,5
math,math29,2,48,7
math,math29,3,45,3
math,math29,4,41,2
math,math29,5,42,2
math,math29,6,34,4
math,math29,7,44,1
math,math29,8,44,2
math,math29,9,49,4
math,math29,10,42,0
math,math40,1,19,1
math,math40,2,15,1
math,math40,3,19,1
math,math40,4,19,2
math,math40,5,20,0
math,math40,6,18,2
math,math40,7,17,3
math,math40,8,19,0
math,math40,9,18,2
math,math40,10,17,1
math,math49,1,53,0
math,math49,2,51,0
math,math49,3,53,0
math,math49,4,45,1
math,math49,5,52,0
math,math49,6,52,0
math,math49,7,43,2
math,math49,8,44,3
math,math49,9,52,0
math,math49,10,50,0
math,math5,1,73,1
math,math5,2,70,1
math,math5,3,68,1
math,math5,4,74,3
math,math5,5,73,3
math,math5,6,72,1
math,math5,7,25,0
math,math5,8,73,1
math,math5,9,70,6
math,math5,10,73,1
math,math50,1,19,1
math,math50,2,16,0
math,math50,3,19,0
math,math50,4,19,0
math,math50,5,17,0
math,math50,6,18,0
math,math50,7,16,0
math,math50,8,18,0
math,math50,9,17,0
math,math50,10,16,0
math,math53,1,47,0
math,math53,2,48,1
math,math53,3,44,0
math,math53,4,46,0
math,math53,5,47,1
math,math53,6,46,0
math,math53,7,48,1
math,math53,8,49,0
math,math53,9,48,0
math,math53,10,48,0
math,math62,1,8,0
math,math62,2,8,0
math,math62,3,8,0
math,math62,4,8,0
math,math62,5,8,0
math,math62,6,9,0
math,math62,7,8,0
math,math62,8,8,0
math,math62,9,8,0
math,math62,10,9,0
math,math7,1,14,0
math,math7,2,13,0
math,math7,3,14,0
math,math7,4,14,0
math,math7,5,13,0
math,math7,6,13,0
math,math7,7,14,0
math,math7,8,14,0
math,math7,9,14,0
math,math7,10,13,0
math,math73,1,16,1
math,math73,2,15,1
math,math73,3,15,1
math,math73,4,15,1
math,math73,5,17,1
math,math73,6,18,1
math,math73,7,16,1
math,math73,8,16,1
math,math73,9,15,1
math,math73,10,17,1
math,math75,1,23,0
math,math75,2,22,0
math,math75,3,21,0
math,math75,4,24,0
math,math75,5,21,0
math,math75,6,23,0
math,math75,7,22,0
math,math75,8,22,0
math,math75,9,23,0
math,math75,10,24,0
math,math78,1,7,0
math,math78,2,7,0
math,math78,3,7,0
math,math78,4,7,0
math,math78,5,7,0
math,math78,6,7,0
math,math78,7,7,0
math,math78,8,7,0
math,math78,9,7,0
math,math78,10,7,0
math,math8,1,9,0
math,math8,2,9,0
math,math8,3,9,0
math,math8,4,8,1
math,math8,5,9,1
math,math8,6,9,0
math,math8,7,9,0
math,math8,8,9,0
math,math8,9,9,0
math,math8,10,8,1
math,math80,1,28,3
math,math80,2,20,0
math,math80,3,24,1
math,math80,4,27,1
math,math80,5,26,1
math,math80,6,18,0
math,math80,7,29,2
math,math80,8,23,0
math,math80,9,17,0
math,math80,10,28,1
math,math81,1,29,4
math,math81,2,26,0
math,math81,3,20,0
math,math81,4,17,0
math,math81,5,28,0
math,math81,6,29,0
math,math81,7,32,1
math,math81,8,28,0
math,math81,9,35,3
math,math81,10,17,0
math,math82,1,6,0
math,math82,2,6,0
math,math82,3,5,0
math,math82,4,6,0
math,math82,5,6,0
math,math82,6,6,0
math,math82,7,6,0
math,math82,8,6,0
math,math82,9,6,0
math,math82,10,6,0
math,math84,1,2,0
math,math84,2,2,0
math,math84,3,2,0
math,math84,4,2,0
math,math84,5,2,0
math,math84,6,2,0
math,math84,7,3,0
math,math84,8,3,0
math,math84,9,3,0
math,math84,10,2,0
math,math85,1,10,1
math,math85,2,11,1
math,math85,3,11,1
math,math85,4,11,1
math,math85,5,11,0
math,math85,6,11,0
math,math85,7,11,1
math,math85,8,11,0
math,math85,9,10,1
math,math85,10,11,1
math,math95,1,6,1
math,math95,2,6,1
math,math95,3,6,1
math,math95,4,7,1
math,math95,5,11,1
math,math95,6,7,1
math,math95,7,6,1
math,math95,8,5,1
math,math95,9,6,1
math,math95,10,6,1
time,time19,1,46,0
time,time19,2,49,0
time,time19,3,49,0
time,time19,4,47,0
time,time19,5,50,0
time,time19,6,42,0
time,time19,7,50,0
time,time19,8,41,0
time,time19,9,48,0
time,time19,10,50,0
time,time7,1,52,0
time,time7,2,50,0
time,time7,3,47,0
time,time7,4,53,0
time,time7,5,54,0
time,time7,6,48,0
time,time7,7,54,0
time,time7,8,51,0
time,time7,9,55,0
time,time7,10,52,0
